order_id,order_date,customer_id,customer_name,region,product_category,product_name,quantity,unit_price,discount_pct,revenue,sales_rep
ORD-10525,2024-11-21,BH-0655,Bright Horizons LLC,South,Office Supplies,Gel Pens Set,3,13.45,0.1,36.31,Elena Ruiz
ORD-10529,2024-11-25,CS-0433,Cascade Systems,Central,Office Supplies,Gel Pens Set,3,12.76,0.05,36.37,Elena Ruiz
ORD-10531,2024-11-01,LT-0914,Lakeside Tech,East,Furniture,Monitor Arm,5,92.0,0.1,414.0,Aisha Nkosi
ORD-10532,2024-11-11,IW-0759,Ironwood Industries,East,Electronics,USB-C Hub,3,35.64,0.05,101.57,Aisha Nkosi
ORD-10535,2024-11-20,VP0105,Vantage Point Inc,Central,Electronics,Laptop Stand,8,49.76,0,398.08,Elena Ruiz
ORD-10538,2024-11-14,TA-0033,Thornhill Associates,Central,Apparel,Fleece Jacket,11,65.61,0.2,577.37,Yuki Tanaka
ORD-10539,2024-11-15,CS-0433,Cascade Systems,Central,Office Supplies,Sticky Notes 12-Pack,9,8.72,0.1,70.63,Elena Ruiz
ORD-10541,2024-11-07,CS-0433,Cascade Systems,South,Electronics,Webcam HD 1080p,8,93.58,0,748.64,Yuki Tanaka
ORD-10545,2024-11-25,SV-0090,Sunrise Ventures,East,Office Supplies,Sticky Notes 12-Pack,9,9.15,0.05,78.23,Marcus Webb
ORD-10548,2024-11-21,LT-0914,Lakeside Tech,South,Electronics,Wireless Headphones,1,78.75,0.05,74.81,Tom Buchan
ORD-10549,2024-11-18,MP-115,Meridian Partners,Central,Electronics,Bluetooth Speaker,3,57.8,0.2,138.72,Priya Sharma
ORD-10553,2024-11-13,LT-0914,Lakeside Tech,East,Furniture,Filing Cabinet,3,186.47,0.15,475.5,Yuki Tanaka
ORD-10554,2024-11-07,TA-0033,Thornhill Associates,South,Apparel,Fleece Jacket,1,61.89,0.2,49.51,Dario Ferri
ORD-10557,2024-11-14,TA-0033,Thornhill Associates,South,Apparel,Fleece Jacket,8,62.75,0,502.0,Dario Ferri
ORD-10559,2024-11-28,PS-0760,Pinnacle Solutions,Central,Office Supplies,Sticky Notes 12-Pack,4,8.6,0,34.4,Jordan Lee
ORD-10560,2024-11-14,MP-0115,Meridian Partners,East,Office Supplies,Gel Pens Set,9,13.32,0,119.88,Aisha Nkosi
ORD-10561,2024-11-06,VP-0105,Vantage Point Inc,South,Office Supplies,Whiteboard Markers,10,15.25,0.2,122.0,Aisha Nkosi
ORD-10564,2024-11-11,OE-0282,Oakwood Enterprises,East,Furniture,Filing Cabinet,10,187.4,0.15,1592.9,Aisha Nkosi
ORD-10568,2024-11-18,MP-0115,Meridian Partners,South,Furniture,Filing Cabinet,6,178.48,0.15,910.25,Elena Ruiz
ORD-10570,2024-11-12,SA-0251,Summit Analytics,South,Furniture,Standing Desk,8,503.11,0,4024.88,Yuki Tanaka
ORD-10574,2024-11-18,OE-0282,Oakwood Enterprises,South,Electronics,Wireless Headphones,8,78.96,0.2,505.34,Dario Ferri
ORD-10576,2024-11-04,LT-0914,Lakeside Tech,East,Apparel,Fleece Jacket,8,67.39,0,539.12,Jordan Lee
ORD-10579,2024-11-12,BH-0655,Bright Horizons LLC,South,Electronics,Bluetooth Speaker,4,60.62,0.15,206.11,Aisha Nkosi
ORD-10581,2024-11-13,AD-0143,Apex Dynamics,East,Office Supplies,Label Maker,6,39.04,0,234.24,Elena Ruiz
ORD-10585,2024-11-14,HV-0605,Harborview Group,East,Furniture,Ergonomic Chair,10,340.23,0.2,2721.84,Elena Ruiz
ORD-10587,2024-11-01,TA-0033,Thornhill Associates,South,Electronics,Laptop Stand,7,51.66,0.1,325.46,Dario Ferri
ORD-10591,2024-11-18,CA-0693,Clearwater Advisory,East,Sports & Outdoors,Foam Roller,8,25.57,0,204.56,Tom Buchan
ORD-10594,2024-11-07,TA0033,Thornhill Associates,South,Sports & Outdoors,Water Bottle 1L,9,20.67,0,186.03,Yuki Tanaka
ORD-10595,2024-11-28,MP-0115,Meridian Partners,West,Apparel,Fleece Jacket,2,62.72,0.15,106.62,Jordan Lee
ORD-10597,2024-11-15,IW-0759,Ironwood Industries,West,Office Supplies,Whiteboard Markers,8,14.97,0.15,101.8,Jordan Lee
ORD-10598,2024-11-18,NG-0559,Northgate Partners,,Apparel,Company Cap,1,20.62,0.1,18.56,Jordan Lee
ORD-10602,2024-11-25,SA-0251,Summit Analytics,South,Electronics,Laptop Stand,10,48.75,0.1,438.75,Priya Sharma
ORD-10238,2024-11-26,MP-0115,Meridian Partners,West,Office Supplies,A4 Paper Ream,4,9.58,0.15,32.57,Priya Sharma
ORD-10605,2024-11-11,lt-0914,Lakeside Tech,West,Office Supplies,Whiteboard Markers,4,14.58,0.15,49.57,Priya Sharma
ORD-10606,2024-11-20,MP-0115,Meridian Partners,West,Furniture,Bookshelf 5-Tier,1,123.61,0.15,105.07,Priya Sharma
ORD-10608,2024-11-05,NG-0559,Northgate Partners,Central,Apparel,Branded Polo Shirt,9,34.04,0,306.36,Elena Ruiz
ORD-10612,2024-11-11,CG-0026,Crestwood Group,South,Office Supplies,Gel Pens Set,6,13.59,0,81.54,Tom Buchan
ORD-10614,2024-11-21,LT-0914,Lakeside Tech,West,Office Supplies,Whiteboard Markers,7,15.58,0.15,92.7,Priya Sharma
ORD-10617,2024-11-13,OE-0282,Oakwood Enterprises,West,Sports & Outdoors,Water Bottle 1L,2,19.45,0.05,36.95,Priya Sharma
ORD-10618,2024-11-12,GF-0096,Greenfield Solutions,East,Electronics,USB-C Hub,8,34.04,0.05,258.7,Dario Ferri
ORD-10622,2024-11-14,RL-0031,Riverview Logistics,South,Office Supplies,Desk Organiser,4,23.92,0.15,81.33,Dario Ferri
ORD-10625,2024-11-06,OE-0282,Oakwood Enterprises,South,Electronics,Wireless Headphones,5,78.87,0.05,374.63,Dario Ferri
ORD-10628,2024-11-05,CG-0026,Crestwood Group,East,Office Supplies,Whiteboard Markers,7,14.28,0,99.96,Marcus Webb
ORD-10631,2024-11-18,GF-0096,Greenfield Solutions,West,Furniture,Bookshelf 5-Tier,2,135.2,0.15,229.84,Elena Ruiz
ORD-10633,2024-11-18,SA-0251,Summit Analytics,South,Furniture,Monitor Arm,8,86.06,0,688.48,Dario Ferri
ORD-10637,2024-11-11,VP-0105,Vantage Point Inc,East,Furniture,Standing Desk,12,499.78,0.15,5097.76,Yuki Tanaka
ORD-10639,2024-11-14,OE-0282,Oakwood Enterprises,,Furniture,Filing Cabinet,7,186.51,0.2,1044.46,Tom Buchan
ORD-10643,2024-11-12,GF-0096,Greenfield Solutions,East,Office Supplies,Label Maker,4,39.25,0.05,149.15,Marcus Webb
ORD-10647,2024-11-29,VP-0105,Vantage Point Inc,West,Furniture,Monitor Arm,7,86.52,0,605.64,Yuki Tanaka
ORD-10649,2024-11-19,TA-0033,Thornhill Associates,East,Office Supplies,Label Maker,8,38.83,0.15,264.04,Marcus Webb
ORD-10652,2024-11-25,CG-0026,Crestwood Group,South,Electronics,USB-C Hub,4,35.55,0,142.2,Dario Ferri
ORD-10656,2024-11-22,CG0026,Crestwood Group,East,Office Supplies,Whiteboard Markers,9,15.28,0.2,110.02,Yuki Tanaka
ORD-10657,2024-11-22,IW-0759,Ironwood Industries,West,Furniture,Monitor Arm,3,91.0,0.15,232.05,Priya Sharma
ORD-10661,2024-11-29,CA-0693,Clearwater Advisory,South,Electronics,Laptop Stand,9,50.08,0.15,383.11,Dario Ferri
ORD-10663,2024-11-14,LT-0914,Lakeside Tech,Central,Office Supplies,Gel Pens Set,6,12.97,0,77.82,Yuki Tanaka
ORD-10666,2024-11-14,CG-0026,Crestwood Group,South,Electronics,USB-C Hub,6,35.98,0.05,205.09,Priya Sharma
ORD-10670,2024-11-12,PS-0760,Pinnacle Solutions,South,Office Supplies,Sticky Notes 12-Pack,5,9.27,0,46.35,Yuki Tanaka
ORD-10671,2024-11-01,CA-0693,Clearwater Advisory,West,Electronics,Laptop Stand,9,50.25,0,452.25,Priya Sharma
ORD-10674,2024-11-18,SV-0090,Sunrise Ventures,South,Electronics,Bluetooth Speaker,7,61.41,0,429.87,Aisha Nkosi
ORD-10676,2024-11-14,NG-0559,Northgate Partners,,Electronics,USB-C Hub,12,36.03,0.2,345.89,Dario Ferri
ORD-10677,2024-11-22,TA-0033,Thornhill Associates,East,Electronics,Wireless Headphones,5,82.89,0.15,352.28,Marcus Webb
ORD-10680,2024-11-19,GF-0096,Greenfield Solutions,South,Furniture,Bookshelf 5-Tier,10,134.07,0,1340.7,Dario Ferri
ORD-10683,2024-11-27,RL-0031,Riverview Logistics,West,Furniture,Standing Desk,5,484.14,0,2420.7,Priya Sharma
ORD-10685,2024-11-15,NG-0559,Northgate Partners,East,Office Supplies,Stapler Heavy Duty,11,23.43,0.1,231.96,Marcus Webb
ORD-10687,2024-11-18,HV-0605,Harborview Group,Central,Furniture,Bookshelf 5-Tier,10,134.74,0,1347.4,Tom Buchan
ORD-10688,2024-11-15,BR-0229,Blue Ridge Consulting,Central,Office Supplies,Stapler Heavy Duty,11,22.8,0.05,238.26,Dario Ferri
ORD-10692,2024-11-15,CG-0026,Crestwood Group,East,Furniture,Monitor Arm,4,88.09,0.1,317.12,Jordan Lee
ORD-10144,2024-11-22,SA-0251,Summit Analytics,Central,Electronics,USB-C Hub,10,36.42,0.15,309.57,Tom Buchan
ORD-10696,2024-11-18,HV-0605,Harborview Group,West,Furniture,Filing Cabinet,6,185.8,0.1,1003.32,Priya Sharma
ORD-10697,2024-11-21,SV-0090,Sunrise Ventures,West,Apparel,Fleece Jacket,5,68.24,0.2,272.96,Aisha Nkosi
ORD-10701,2024-11-11,CG-0026,Crestwood Group,West,Apparel,Fleece Jacket,4,66.53,0.2,212.9,Yuki Tanaka
ORD-10704,2024-11-26,GF-0096,Greenfield Solutions,South,Electronics,Laptop Stand,4,47.79,0.2,152.93,Dario Ferri
ORD-10707,2024-11-18,GF-0096,Greenfield Solutions,East,Apparel,Company Cap,10,20.89,0,208.9,Marcus Webb
ORD-10708,2024-11-06,NG-0559,Northgate Partners,South,Electronics,Laptop Stand,4,51.05,0,204.2,Jordan Lee
ORD-10710,2024-11-21,LT-0914,Lakeside Tech,South,Office Supplies,Label Maker,7,39.8,0.05,264.67,Yuki Tanaka
ORD-10711,2024-11-13,RC0755,Redstone Corp,Central,Office Supplies,Whiteboard Markers,1,15.4,0.2,12.32,Elena Ruiz
ORD-10712,2024-11-21,SV-0090,Sunrise Ventures,South,Furniture,Bookshelf 5-Tier,4,126.98,0.05,482.52,Elena Ruiz
ORD-10715,2024-11-12,RL-0031,Riverview Logistics,East,Office Supplies,A4 Paper Ream,11,9.54,0.2,83.95,Marcus Webb
ORD-10716,2024-11-19,SV-0090,Sunrise Ventures,West,Apparel,Safety Vest Hi-Vis,8,26.22,0,209.76,Jordan Lee
ORD-10720,2024-11-08,OE-0282,Oakwood Enterprises,Central,Sports & Outdoors,Yoga Mat,2,39.43,0.15,67.03,Tom Buchan
ORD-10721,2024-11-13,SA-0251,Summit Analytics,West,Furniture,Standing Desk,7,479.55,0.15,2853.32,Jordan Lee
ORD-10722,2024-11-01,hv-0605,Harborview Group,West,Furniture,Bookshelf 5-Tier,1,132.53,0,132.53,Priya Sharma
ORD-10723,2024-11-29,NG-0559,Northgate Partners,East,Furniture,Ergonomic Chair,12,336.08,0.2,3226.37,Marcus Webb
ORD-10726,2024-11-13,VP-105,Vantage Point Inc,East,Apparel,Fleece Jacket,11,62.67,0.15,585.96,Marcus Webb
ORD-10727,2024-11-19,SA-0251,Summit Analytics,South,Electronics,Laptop Stand,7,50.92,0.1,320.8,Yuki Tanaka
ORD-10729,2024-11-05,PS-0760,Pinnacle Solutions,South,Apparel,Company Cap,7,20.57,0,143.99,Marcus Webb
ORD-10731,2024-11-11,CG-0026,Crestwood Group,East,Office Supplies,Whiteboard Markers,5,15.65,0.2,62.6,Aisha Nkosi
ORD-10732,2024-11-26,VP-0105,Vantage Point Inc,East,Office Supplies,Label Maker,7,40.57,0,283.99,Aisha Nkosi
ORD-10734,2024-11-15,PS-0760,Pinnacle Solutions,East,Office Supplies,Whiteboard Markers,1,15.64,0,15.64,Aisha Nkosi
ORD-10736,2024-11-13,RL-0031,Riverview Logistics,South,Office Supplies,Desk Organiser,8,23.92,0.2,153.09,Dario Ferri
ORD-10737,2024-11-01,BR-0229,Blue Ridge Consulting,Central,Office Supplies,Label Maker,12,41.06,0.1,443.45,Jordan Lee
ORD-10741,2024-11-20,CG-0026,Crestwood Group,East,Furniture,Filing Cabinet,4,173.79,0.2,556.13,Marcus Webb
ORD-10744,2024-11-13,CG-0026,Crestwood Group,Central,Apparel,Fleece Jacket,1,62.3,0,62.3,Tom Buchan
ORD-10748,2024-11-05,GF-0096,Greenfield Solutions,West,Apparel,Fleece Jacket,2,66.34,0,132.68,Jordan Lee
ORD-10749,2024-11-07,IW-0759,Ironwood Industries,Central,Electronics,USB-C Hub,12,35.94,0,431.28,Tom Buchan
ORD-10750,2024-11-12,NG-0559,Northgate Partners,Central,Furniture,Filing Cabinet,11,179.92,0,1979.12,Tom Buchan
ORD-10753,2024-11-04,RL-0031,Riverview Logistics,East,Furniture,Ergonomic Chair,10,357.79,0.15,3041.22,Marcus Webb
ORD-10755,2024-11-21,BH-0655,Bright Horizons LLC,East,Furniture,Bookshelf 5-Tier,6,135.45,0.05,772.06,Jordan Lee
ORD-10757,2024-11-28,MP0115,Meridian Partners,South,Furniture,Monitor Arm,5,86.19,0.2,344.76,Dario Ferri
ORD-10760,2024-11-06,MP-0115,Meridian Partners,East,Office Supplies,Sticky Notes 12-Pack,7,9.33,0,65.31,Marcus Webb
ORD-10763,2024-11-22,VP-0105,Vantage Point Inc,Central,Office Supplies,A4 Paper Ream,4,10.05,0,40.2,Elena Ruiz
ORD-10766,2024-11-21,AD-0143,Apex Dynamics,South,Sports & Outdoors,Resistance Bands Set,12,30.77,0.1,332.32,Yuki Tanaka
ORD-10768,2024-11-06,NG-0559,Northgate Partners,West,Furniture,Ergonomic Chair,6,359.05,0,2154.3,Jordan Lee
ORD-10772,2024-11-26,VP-0105,Vantage Point Inc,West,Sports & Outdoors,Foam Roller,8,26.17,0,209.36,Priya Sharma
ORD-10774,2024-11-21,CG-0026,Crestwood Group,South,Office Supplies,A4 Paper Ream,8,9.58,0.15,65.14,Jordan Lee
ORD-10775,2024-11-15,LT-0914,Lakeside Tech,West,Electronics,Laptop Stand,4,48.8,0,195.2,Priya Sharma
ORD-10778,2024-11-28,LT-0914,Lakeside Tech,Central,Furniture,Ergonomic Chair,4,359.79,0,1439.16,Elena Ruiz
ORD-10779,2024-11-06,SA-0251,Summit Analytics,South,Office Supplies,Whiteboard Markers,6,14.55,0.2,69.84,Yuki Tanaka
ORD-10782,2024-11-14,PS-0760,Pinnacle Solutions,West,Office Supplies,Desk Organiser,12,25.25,0.15,257.55,Priya Sharma
ORD-10784,2024-11-25,CA-0693,Clearwater Advisory,East,Furniture,Monitor Arm,7,85.93,0.1,541.36,Marcus Webb
ORD-10787,2024-11-11,SA-0251,Summit Analytics,Central,Office Supplies,Whiteboard Markers,4,14.93,0,59.72,Jordan Lee
ORD-10148,2024-11-13,BR-0229,Blue Ridge Consulting,West,Apparel,Fleece Jacket,2,66.76,0.15,113.49,Priya Sharma
ORD-10789,2024-11-06,MP-0115,Meridian Partners,East,Apparel,Company Cap,11,20.86,0.15,195.04,Aisha Nkosi
ORD-10790,2024-11-18,RC-0755,Redstone Corp,,Electronics,Bluetooth Speaker,3,62.42,0,187.26,Priya Sharma
ORD-10793,2024-11-06,SV-0090,Sunrise Ventures,West,Office Supplies,Desk Organiser,12,24.98,0.05,284.77,Jordan Lee
ORD-10797,2024-11-20,SA-0251,Summit Analytics,Central,Electronics,USB-C Hub,8,33.36,0,266.88,Elena Ruiz
ORD-10799,2024-11-20,HV-0605,Harborview Group,East,Electronics,USB-C Hub,7,34.71,0,242.97,Dario Ferri
ORD-10801,2024-11-19,TA-0033,Thornhill Associates,South,Furniture,Filing Cabinet,8,187.42,0,1499.36,Jordan Lee
ORD-10804,2024-11-13,SA-0251,Summit Analytics,West,Electronics,USB-C Hub,1,36.71,0.2,29.37,Jordan Lee
ORD-10807,2024-11-22,AD-0143,Apex Dynamics,East,Office Supplies,A4 Paper Ream,9,10.28,0.2,74.02,Marcus Webb
ORD-10808,2024-11-21,AD-0143,Apex Dynamics,South,Apparel,Fleece Jacket,3,65.59,0,196.77,Dario Ferri
ORD-10811,2024-11-27,BH-0655,Bright Horizons LLC,South,Electronics,Laptop Stand,8,49.04,0.1,353.09,Elena Ruiz
ORD-10815,2024-11-01,MP0115,Meridian Partners,East,Electronics,Bluetooth Speaker,1,62.5,0,62.5,Aisha Nkosi
ORD-10817,2024-11-25,CA-0693,Clearwater Advisory,Central,Electronics,Laptop Stand,10,52.08,0.15,442.68,Marcus Webb
ORD-10818,2024-11-26,IW-0759,Ironwood Industries,West,Sports & Outdoors,Foam Roller,10,24.58,0,245.8,Priya Sharma
ORD-10821,2024-11-06,SA-0251,Summit Analytics,East,Office Supplies,Gel Pens Set,12,13.24,0.1,142.99,Dario Ferri
ORD-10824,2024-11-08,RL-0031,Riverview Logistics,East,Apparel,Company Cap,3,20.45,0,61.35,Marcus Webb
ORD-10828,2024-11-26,RL-0031,Riverview Logistics,West,Furniture,Filing Cabinet,4,181.17,0.15,615.98,Jordan Lee
ORD-10832,2024-11-06,CG-0026,Crestwood Group,East,Furniture,Ergonomic Chair,12,354.86,0.15,3619.57,Aisha Nkosi
ORD-10835,2024-11-14,rc-0755,Redstone Corp,East,Electronics,USB-C Hub,2,33.24,0.15,56.51,Aisha Nkosi
ORD-10839,2024-11-14,NG-0559,Northgate Partners,Central,Sports & Outdoors,Yoga Mat,9,38.4,0.05,328.32,Marcus Webb
ORD-10843,2024-11-22,RL-0031,Riverview Logistics,East,Electronics,Wireless Headphones,5,78.54,0,392.7,Aisha Nkosi
ORD-10844,2024-11-04,SA-0251,Summit Analytics,South,Electronics,Wireless Headphones,6,83.87,0.1,452.9,Dario Ferri
ORD-10848,2024-11-20,NG-0559,Northgate Partners,East,Office Supplies,Sticky Notes 12-Pack,2,8.73,0,17.46,Marcus Webb
ORD-10850,2024-11-13,TA-0033,Thornhill Associates,Central,Furniture,Ergonomic Chair,1,352.5,0.05,334.88,Tom Buchan
ORD-10854,2024-11-06,IW-0759,Ironwood Industries,West,Furniture,Filing Cabinet,8,172.74,0,1381.92,Jordan Lee
ORD-10856,2024-11-07,VP-0105,Vantage Point Inc,West,Electronics,Bluetooth Speaker,8,62.36,0.05,473.94,Priya Sharma
ORD-10859,2024-11-05,TA-0033,Thornhill Associates,South,Sports & Outdoors,Yoga Mat,3,38.17,0.05,108.78,Dario Ferri
ORD-10358,2024-11-12,rl-0031,Riverview Logistics,Central,Sports & Outdoors,Foam Roller,3,25.51,0.1,68.88,Marcus Webb
ORD-10863,2024-11-14,AD-0143,Apex Dynamics,Central,Electronics,Wireless Headphones,2,78.74,0.15,133.86,Tom Buchan
ORD-10867,2024-11-29,RL-0031,Riverview Logistics,East,Apparel,Safety Vest Hi-Vis,9,25.91,0.15,198.21,Aisha Nkosi
ORD-10871,2024-11-18,AD-0143,Apex Dynamics,South,Furniture,Ergonomic Chair,9,364.01,0.1,2948.48,Yuki Tanaka
ORD-10873,2024-11-06,SV-0090,Sunrise Ventures,West,Sports & Outdoors,Resistance Bands Set,3,29.76,0,89.28,Marcus Webb
ORD-10877,2024-11-08,OE-0282,Oakwood Enterprises,Central,Apparel,Branded Polo Shirt,2,35.19,0.05,66.86,Tom Buchan
ORD-10880,2024-11-26,CS-0433,Cascade Systems,West,Apparel,Safety Vest Hi-Vis,2,24.11,0.05,45.81,Yuki Tanaka
ORD-10881,2024-11-28,RL-0031,Riverview Logistics,South,Sports & Outdoors,Foam Roller,5,25.38,0.05,120.55,Priya Sharma
ORD-10885,2024-11-01,RC0755,Redstone Corp,South,Office Supplies,Label Maker,7,39.57,0,276.99,Dario Ferri
ORD-10888,2024-11-20,MP-0115,Meridian Partners,East,Electronics,USB-C Hub,5,36.19,0,180.95,Yuki Tanaka
ORD-10889,2024-11-29,AD-0143,Apex Dynamics,East,Apparel,Company Cap,5,19.82,0.15,84.23,Marcus Webb
ORD-10890,2024-11-07,BR-0229,Blue Ridge Consulting,South,Apparel,Company Cap,1,20.57,0.1,18.51,Dario Ferri
ORD-10891,2024-11-12,CS-0433,Cascade Systems,South,Apparel,Branded Polo Shirt,3,36.3,0,108.9,Dario Ferri
ORD-10893,2024-11-25,AD-0143,Apex Dynamics,West,Sports & Outdoors,Resistance Bands Set,5,30.96,0,154.8,Jordan Lee
ORD-10897,2024-11-19,PS-0760,Pinnacle Solutions,West,Office Supplies,Stapler Heavy Duty,3,22.93,0.2,55.03,Jordan Lee
ORD-10900,2024-11-12,RC-0755,Redstone Corp,West,Furniture,Standing Desk,10,523.24,0.2,4185.92,Priya Sharma
ORD-10902,2024-11-20,BR-0229,Blue Ridge Consulting,Central,Office Supplies,Desk Organiser,11,24.93,0,274.23,Tom Buchan
ORD-10904,2024-11-20,GF-0096,Greenfield Solutions,West,Office Supplies,A4 Paper Ream,12,10.13,0.15,103.33,Jordan Lee
ORD-10908,2024-11-27,IW-759,Ironwood Industries,South,Office Supplies,Label Maker,9,40.48,0.2,291.46,Yuki Tanaka
ORD-10909,2024-11-01,IW-0759,Ironwood Industries,Central,Electronics,Wireless Headphones,6,81.11,0,486.66,Tom Buchan
ORD-10912,2024-11-11,VP-0105,Vantage Point Inc,East,Apparel,Branded Polo Shirt,10,35.55,0.05,337.72,Aisha Nkosi
ORD-10914,2024-11-21,HV-0605,Harborview Group,Central,Office Supplies,Stapler Heavy Duty,12,23.18,0,278.16,Tom Buchan
ORD-10916,2024-11-12,AD-0143,Apex Dynamics,Central,Furniture,Monitor Arm,3,91.41,0.2,219.38,Yuki Tanaka
ORD-10918,2024-11-11,HV-0605,Harborview Group,East,Apparel,Fleece Jacket,11,65.99,0,725.89,Marcus Webb
ORD-10920,2024-11-13,VP-0105,Vantage Point Inc,East,Furniture,Filing Cabinet,5,186.31,0.05,884.97,Dario Ferri
ORD-10924,2024-11-04,RL-0031,Riverview Logistics,West,Electronics,Wireless Headphones,11,80.23,0.05,838.4,Priya Sharma
ORD-10928,2024-11-04,OE-0282,Oakwood Enterprises,Central,Office Supplies,Whiteboard Markers,8,14.71,0,117.68,Marcus Webb
ORD-10930,2024-11-22,HV-0605,Harborview Group,Central,Electronics,Wireless Headphones,1,78.18,0.05,74.27,Elena Ruiz
ORD-10932,2024-11-18,SA-0251,Summit Analytics,West,Electronics,Bluetooth Speaker,11,59.41,0.05,620.83,Yuki Tanaka
ORD-10936,2024-11-13,MP-0115,Meridian Partners,East,Sports & Outdoors,Yoga Mat,9,38.06,0,342.54,Aisha Nkosi
ORD-10937,2024-11-19,AD-0143,Apex Dynamics,East,Furniture,Standing Desk,2,500.16,0.05,950.3,Aisha Nkosi
ORD-10940,2024-11-07,MP0115,Meridian Partners,East,Apparel,Company Cap,7,20.98,0.15,124.83,Tom Buchan
ORD-10943,2024-11-29,HV-0605,Harborview Group,West,Sports & Outdoors,Foam Roller,1,24.3,0,24.3,Elena Ruiz
ORD-10945,2024-11-08,BH-0655,Bright Horizons LLC,East,Apparel,Branded Polo Shirt,7,34.14,0.15,203.13,Marcus Webb
ORD-10946,2024-11-19,MP-0115,Meridian Partners,West,Electronics,Wireless Headphones,7,79.03,0.05,525.55,Priya Sharma
ORD-10949,2024-11-15,OE-0282,Oakwood Enterprises,East,Office Supplies,A4 Paper Ream,7,9.59,0.15,57.06,Aisha Nkosi
ORD-10952,2024-11-19,OE-0282,Oakwood Enterprises,West,Office Supplies,Whiteboard Markers,2,14.41,0,28.82,Dario Ferri
ORD-10953,2024-11-15,GF-0096,Greenfield Solutions,South,Sports & Outdoors,Yoga Mat,12,39.17,0.05,446.54,Aisha Nkosi
ORD-10337,2024-11-04,PS-0760,Pinnacle Solutions,Central,Furniture,Standing Desk,4,482.31,0,1929.24,Aisha Nkosi
ORD-10954,2024-11-18,BR-0229,Blue Ridge Consulting,South,Electronics,Wireless Headphones,2,80.58,0.2,128.93,Yuki Tanaka
ORD-10958,2024-11-06,cg-0026,Crestwood Group,West,Electronics,USB-C Hub,11,34.84,0,383.24,Priya Sharma
ORD-10961,2024-11-11,MP-0115,Meridian Partners,East,Apparel,Company Cap,11,19.84,0,218.24,Priya Sharma
ORD-10962,2024-11-05,MP-0115,Meridian Partners,South,Office Supplies,A4 Paper Ream,6,10.44,0.05,59.51,Jordan Lee
ORD-10965,2024-11-26,CG-0026,Crestwood Group,West,Electronics,Bluetooth Speaker,8,62.0,0,496.0,Elena Ruiz
ORD-10969,2024-11-19,NG-0559,Northgate Partners,East,Office Supplies,Sticky Notes 12-Pack,40,8.63,0.15,293.42,Marcus Webb
ORD-10973,2024-11-19,RL-0031,Riverview Logistics,South,Furniture,Monitor Arm,29,93.25,0.1,2433.83,Yuki Tanaka
ORD-10975,2024-11-19,HV-0605,Harborview Group,South,Office Supplies,Sticky Notes 12-Pack,12,9.13,0.2,87.65,Yuki Tanaka
ORD-10976,2024-11-19,CS-0433,Cascade Systems,South,Apparel,Branded Polo Shirt,23,34.93,0.15,682.88,Aisha Nkosi
ORD-10980,2024-11-19,OE-0282,Oakwood Enterprises,,Sports & Outdoors,Foam Roller,37,25.91,0.25,719.0,Jordan Lee
ORD-10981,2024-11-19,HV-0605,Harborview Group,Central,Sports & Outdoors,Water Bottle 1L,26,20.09,0.15,443.99,Elena Ruiz
ORD-10985,2024-11-19,LT-0914,Lakeside Tech,East,Office Supplies,Whiteboard Markers,24,15.52,0.1,335.23,Aisha Nkosi
ORD-10989,2024-11-19,CA-0693,Clearwater Advisory,South,Office Supplies,Sticky Notes 12-Pack,22,8.57,0.25,141.41,Priya Sharma
ORD-10990,2024-11-19,CG-0026,Crestwood Group,South,Electronics,Bluetooth Speaker,40,59.17,0.2,1893.44,Tom Buchan
ORD-10991,2024-11-19,AD-0143,Apex Dynamics,South,Apparel,Safety Vest Hi-Vis,32,25.53,0.2,653.57,Yuki Tanaka
ORD-10992,2024-11-19,PS-0760,Pinnacle Solutions,,Furniture,Monitor Arm,27,91.81,0.2,1983.1,Aisha Nkosi
ORD-10993,2024-11-19,SA0251,Summit Analytics,South,Apparel,Safety Vest Hi-Vis,13,25.27,0.2,262.81,Yuki Tanaka
ORD-10995,2024-11-19,PS-0760,Pinnacle Solutions,South,Apparel,Fleece Jacket,32,62.44,0.2,1598.46,Dario Ferri
ORD-10999,2024-11-19,MP-0115,Meridian Partners,Central,Office Supplies,Whiteboard Markers,40,15.69,0.15,533.46,Priya Sharma
ORD-11000,2024-11-19,CS-0433,Cascade Systems,West,Office Supplies,Whiteboard Markers,25,15.28,0.15,324.7,Jordan Lee
ORD-11002,2024-11-19,OE-0282,Oakwood Enterprises,West,Office Supplies,A4 Paper Ream,26,9.91,0.25,193.25,Priya Sharma
ORD-11004,2024-11-19,RC-0755,Redstone Corp,East,Office Supplies,Gel Pens Set,14,13.12,0.25,137.76,Dario Ferri
ORD-11007,2024-11-19,TA-0033,Thornhill Associates,Central,Sports & Outdoors,Resistance Bands Set,16,30.36,0.15,412.9,Elena Ruiz
ORD-11010,2024-11-19,IW-0759,Ironwood Industries,South,Sports & Outdoors,Resistance Bands Set,26,30.62,0.2,636.9,Marcus Webb
ORD-11013,2024-11-19,TA-0033,Thornhill Associates,South,Sports & Outdoors,Foam Roller,31,25.93,0.2,643.06,Yuki Tanaka
ORD-11017,2024-11-19,BH-0655,Bright Horizons LLC,,Electronics,Wireless Headphones,16,81.99,0.2,1049.47,Priya Sharma
